Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 486.1nm F,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 486.1nm F
199, GB03-017347, Handbook of Glass Data, 1987, v. 00C  p. 0910, 50.0, , , , , 43.0, , , , , , , , , , , , 1.74
200, GB03-017348, Handbook of Glass Data, 1987, v. 00C  p. 0911, 48.0, , , , , 45.0, , , , , , , , , , , , 1.737
201, GB03-017349, Handbook of Glass Data, 1987, v. 00C  p. 0911, 47.0, , , , , 46.0, , , , , , , , , , , , 1.738
202, GB03-017350, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 43.64, , , , , , , , , , , , 1.754
203, GB03-017351, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 40.0, , , , , , , , , , , , 1.762
204, GB03-017352, Handbook of Glass Data, 1987, v. 00C  p. 0911, 45.0, , , , , 45.0, , , , , , , , , , , , 1.766
205, GB03-017353, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 48.0, , , , , , , , , , , , 1.784
206, GB03-017354, Handbook of Glass Data, 1987, v. 00C  p. 0911, 70.0, , , , , 28.0, , , , , , , , , , , , 1.623
207, GB03-017355, Handbook of Glass Data, 1987, v. 00C  p. 0911, 66.0, , , , , 32.0, , , , , , , , , , , , 1.644
208, GB03-017356, Handbook of Glass Data, 1987, v. 00C  p. 0911, 62.0, , , , , 36.0, , , , , , , , , , , , 1.657
209, GB03-017357, Handbook of Glass Data, 1987, v. 00C  p. 0911, 58.0, , , , , 40.0, , , , , , , , , , , , 1.673
210, GB03-017358, Handbook of Glass Data, 1987, v. 00C  p. 0911, 62.0, , , , , 32.0, , , , , , , , , , , , 1.699
211, GB03-017359, Handbook of Glass Data, 1987, v. 00C  p. 0911, 58.0, , , , , 36.0, , , , , , , , , , , , 1.716
212, GB03-017360, Handbook of Glass Data, 1987, v. 00C  p. 0911, 54.0, , , , , 40.0, , , , , , , , , , , , 1.727
213, GB03-017361, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 44.0, , , , , , , , , , , , 1.746
214, GB03-017362, Handbook of Glass Data, 1987, v. 00C  p. 0911, 58.0, , , , , 32.0, , , , , , , , , , , , 1.754
215, GB03-017363, Handbook of Glass Data, 1987, v. 00C  p. 0911, 54.0, , , , , 36.0, , , , , , , , , , , , 1.768
216, GB03-017364, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 40.0, , , , , , , , , , , , 1.774
217, GB03-017365, Handbook of Glass Data, 1987, v. 00C  p. 0911, 46.0, , , , , 44.0, , , , , , , , , , , , 1.789
218, GB03-017366, Handbook of Glass Data, 1987, v. 00C  p. 0911, 54.0, , , , , 32.0, , , , , , , , , , , , 1.805
219, GB03-017367, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 36.0, , , , , , , , , , , , 1.819
220, GB03-017368, Handbook of Glass Data, 1987, v. 00C  p. 0911, 46.0, , , , , 40.0, , , , , , , , , , , , 1.83
221, GB03-017369, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 44.0, , , , , , , , , , , , 1.839
222, GB03-017370, Handbook of Glass Data, 1987, v. 00C  p. 0911, 38.0, , , , , 48.0, , , , , , , , , , , , 1.845
223, GB03-017371, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 32.0, , , , , , , , , , , , 1.858
224, GB03-017372, Handbook of Glass Data, 1987, v. 00C  p. 0911, 46.0, , , , , 36.0, , , , , , , , , , , , 1.869
225, GB03-017373, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 40.0, , , , , , , , , , , , 1.877
226, GB03-017374, Handbook of Glass Data, 1987, v. 00C  p. 0911, 38.0, , , , , 44.0, , , , , , , , , , , , 1.885
227, GB03-017375, Handbook of Glass Data, 1987, v. 00C  p. 0911, 34.0, , , , , 48.0, , , , , , , , , , , , 1.89
228, GB03-017376, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 36.0, , , , , , , , , , , , 1.914
229, GB03-017377, Handbook of Glass Data, 1987, v. 00C  p. 0911, 38.0, , , , , 40.0, , , , , , , , , , , , 1.925
230, GB06-017606, Handbook of Glass Data, 1987, v. 00C  p. 0934, 98.75, , 1.0, , , , , , , , , , , , , , , 1.469
231, GB06-017607, Handbook of Glass Data, 1987, v. 00C  p. 0934, 97.5, , 2.0, , , , , , , , , , , , , , , 1.478
232, GB02-018921, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.32, , , , , , , 23.72, , 0.96, , , , , , , , 1.506
233, GB02-018922, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.52, , , , , , , 21.81, , 2.66, , , , , , , , 1.508
234, GB02-018923, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.89, , , , , , , 20.64, , 3.46, , , , , , , , 1.507
235, GB02-018924, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.82, , , , , , , 19.51, , 4.66, , , , , , , , 1.511
236, GB02-018925, Handbook of Glass Data, 1987, v. 00C  p. 0154, 77.74, , , , , , , 17.14, , 5.12, , , , , , , , 1.507
237, GB02-018926, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.79, , , , , , , 15.62, , 8.59, , , , , , , , 1.514
238, GB02-019100, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.22, , , , , , , 24.77, , , , , , , , , , 1.504
239, GB02-019101, Handbook of Glass Data, 1987, v. 00C  p. 0157, 72.14, , , , , , , 23.25, , , , , , , , , , 1.511
240, GB02-019102, Handbook of Glass Data, 1987, v. 00C  p. 0157, 68.78, , , , , , , 22.33, , , , , , , , , , 1.517
241, GB02-019103, Handbook of Glass Data, 1987, v. 00C  p. 0157, 65.81, , , , , , , 21.36, , , , , , , , , , 1.523
242, GB02-019104, Handbook of Glass Data, 1987, v. 00C  p. 0157, 62.99, , , , , , , 20.29, , , , , , , , , , 1.527
243, GB02-019105, Handbook of Glass Data, 1987, v. 00C  p. 0157, 60.66, , , , , , , 19.2, , , , , , , , , , 1.531
244, GB02-019106, Handbook of Glass Data, 1987, v. 00C  p. 0157, 58.08, , , , , , , 19.08, , , , , , , , , , 1.535
245, GB02-019107, Handbook of Glass Data, 1987, v. 00C  p. 0157, 55.54, , , , , , , 18.48, , , , , , , , , , 1.537
246, GB02-019108, Handbook of Glass Data, 1987, v. 00C  p. 0157, 53.74, , , , , , , 17.85, , , , , , , , , , 1.54
247, GB02-019109, Handbook of Glass Data, 1987, v. 00C  p. 0157, 51.65, , , , , , , 17.23, , , , , , , , , , 1.543
248, GB02-019110, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.16, , , , , , , 22.04, , , , , , , , , , 1.505
249, GB02-019111, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.09, , , , , , , 19.8, , , , , , , , , , 1.506
250, GB02-019112, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.44, , , , , , , 16.41, , , , , , , , , , 1.507
251, GB02-019113, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.27, , , , , , , 14.41, , , , , , , , , , 1.508
252, GB02-019114, Handbook of Glass Data, 1987, v. 00C  p. 0157, 70.93, , , , , , , 23.29, , , , , , , , , , 1.512
253, GB02-019115, Handbook of Glass Data, 1987, v. 00C  p. 0157, 66.08, , , , , , , 22.28, , , , , , , , , , 1.52
254, GB02-019116, Handbook of Glass Data, 1987, v. 00C  p. 0157, 71.33, , , 5.8, , , , 22.87, , , , , , , , , , 1.51
255, GB02-019117, Handbook of Glass Data, 1987, v. 00C  p. 0157, 66.97, , , 11.31, , , , 21.71, , , , , , , , , , 1.515
256, GB02-019118, Handbook of Glass Data, 1987, v. 00C  p. 0157, 71.33, , , , 5.95, , , 22.72, , , , , , , , , , 1.521
257, GB02-019119, Handbook of Glass Data, 1987, v. 00C  p. 0157, 66.73, , , , 11.92, , , 21.35, , , , , , , , , , 1.534
258, GB03-023382, Handbook of Glass Data, 1987, v. 00C  p. 0880, 55.0, , , , , 25.0, , , , , , , , 20.0, , , , 1.746
259, GB03-023383, Handbook of Glass Data, 1987, v. 00C  p. 0880, 50.0, , , , , 25.0, , , , , , , , 25.0, , , , 1.796
260, GB09-023384, Handbook of Glass Data, 1987, v. 00C  p. 0880, 45.0, , , , , 25.0, , , , , , , , 30.0, , , , 1.844
261, GB09-023385, Handbook of Glass Data, 1987, v. 00C  p. 0880, 40.0, , , , , 25.0, , , , , , , , 35.0, , , , 1.892
262, GB03-023386, Handbook of Glass Data, 1987, v. 00C  p. 0880, 65.0, , , , , 30.0, , , , , , , , 5.0, , , , 1.64
263, GB03-023387, Handbook of Glass Data, 1987, v. 00C  p. 0880, 60.0, , , , , 30.0, , , , , , , , 10.0, , , , 1.683
264, GB03-023388, Handbook of Glass Data, 1987, v. 00C  p. 0880, 55.0, , , , , 30.0, , , , , , , , 15.0, , , , 1.726
265, GB03-023389, Handbook of Glass Data, 1987, v. 00C  p. 0880, 50.0, , , , , 30.0, , , , , , , , 20.0, , , , 1.77
266, GB03-023390, Handbook of Glass Data, 1987, v. 00C  p. 0880, 45.0, , , , , 30.0, , , , , , , , 25.0, , , , 1.814
267, GB03-023391, Handbook of Glass Data, 1987, v. 00C  p. 0880, 40.0, , , , , 30.0, , , , , , , , 30.0, , , , 1.858
268, GB09-023392, Handbook of Glass Data, 1987, v. 00C  p. 0880, 35.0, , , , , 30.0, , , , , , , , 35.0, , , , 1.905
269, GB03-023393, Handbook of Glass Data, 1987, v. 00C  p. 0880, 60.0, , , , , 35.0, , , , , , , , 5.0, , , , 1.643
270, GB03-023394, Handbook of Glass Data, 1987, v. 00C  p. 0880, 55.0, , , , , 35.0, , , , , , , , 10.0, , , , 1.703
271, GB03-023395, Handbook of Glass Data, 1987, v. 00C  p. 0880, 50.0, , , , , 35.0, , , , , , , , 15.0, , , , 1.744
272, GB03-023396, Handbook of Glass Data, 1987, v. 00C  p. 0881, 50.0, , , , , 30.0, , , , , , , , 20.0, , , , 1.767
273, GB09-023397, Handbook of Glass Data, 1987, v. 00C  p. 0881, 30.0, , , , , 30.0, , , , , , , , 40.0, , , , 1.945
274, GB09-023398, Handbook of Glass Data, 1987, v. 00C  p. 0881, 20.0, , , , , 30.0, , , , , , , , 50.0, , , , 2.047
275, GB03-024178, Handbook of Glass Data, 1987, v. 00C  p. 0681, 49.99, , , , 50.0, , , , , , , , , , , , , 1.635
276, GB03-024179, Handbook of Glass Data, 1987, v. 00C  p. 0681, 50.0, , , , 43.76, , , , , , 6.24, , , , , , , 1.634
277, GB03-024180, Handbook of Glass Data, 1987, v. 00C  p. 0681, 50.01, , , , 31.25, , , , , , 18.74, , , , , , , 1.634
278, GB03-024181, Handbook of Glass Data, 1987, v. 00C  p. 0681, 50.0, , , , 21.87, , , , , , 28.12, , , , , , , 1.636
279, GB03-024182, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.01, , , , 18.75, , , , , , 31.23, , , , , , , 1.637
280, GB03-024183, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.01, , , , , , , , , , 49.99, , , , , , , 1.64
281, GB03-024184, Handbook of Glass Data, 1987, v. 00C  p. 0682, 49.99, , , , 37.51, 12.5, , , , , , , , , , , , 1.643
282, GB03-024185, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.0, , , , 30.0, 19.99, , , , , , , , , , , , 1.649
283, GB03-024186, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.01, , , , 25.0, 24.99, , , , , , , , , , , , 1.653
284, GB03-024187, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.0, , , , 20.01, 29.99, , , , , , , , , , , , 1.658
285, GB03-024188, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.0, , , , 12.51, 37.49, , , , , , , , , , , , 1.666
286, GB03-024244, Handbook of Glass Data, 1987, v. 00C  p. 0683, 46.0, , , , , 40.0, , , , 14.0, , , , , , , , 1.688
287, GB03-024245, Handbook of Glass Data, 1987, v. 00C  p. 0683, 58.0, , , , , 36.0, , , , 6.0, , , , , , , , 1.644
288, GB03-024246, Handbook of Glass Data, 1987, v. 00C  p. 0683, 54.0, , , , , 36.0, , , , 10.0, , , , , , , , 1.663
289, GB03-024247, Handbook of Glass Data, 1987, v. 00C  p. 0683, 50.0, , , , , 36.0, , , , 14.0, , , , , , , , 1.675
290, GB03-024248, Handbook of Glass Data, 1987, v. 00C  p. 0683, 46.0, , , , , 36.0, , , , 18.0, , , , , , , , 1.686
291, GB03-024249, Handbook of Glass Data, 1987, v. 00C  p. 0683, 56.0, , , , , 34.0, , , , 10.0, , , , , , , , 1.653
292, GB03-024250, Handbook of Glass Data, 1987, v. 00C  p. 0683, 52.0, , , , , 34.0, , , , 14.0, , , , , , , , 1.662
293, GB03-024251, Handbook of Glass Data, 1987, v. 00C  p. 0683, 50.0, , , , , 34.0, , , , 16.0, , , , , , , , 1.671
294, GB03-024252, Handbook of Glass Data, 1987, v. 00C  p. 0683, 48.0, , , , , 34.0, , , , 18.0, , , , , , , , 1.678
295, GB03-024253, Handbook of Glass Data, 1987, v. 00C  p. 0683, 46.0, , , , , 34.0, , , , 20.0, , , , , , , , 1.68
296, GB03-024254, Handbook of Glass Data, 1987, v. 00C  p. 0683, 65.05, , , , , 32.04, , , , 2.91, , , , , , , , 1.619
297, GB03-024255, Handbook of Glass Data, 1987, v. 00C  p. 0683, 52.0, , , , , 32.0, , , , 16.0, , , , , , , , 1.665
298, GB03-024256, Handbook of Glass Data, 1987, v. 00C  p. 0683, 50.0, , , , , 32.0, , , , 18.0, , , , , , , , 1.672
299, GB03-024257, Handbook of Glass Data, 1987, v. 00C  p. 0683, 64.0, , , , , 30.0, , , , 6.0, , , , , , , , 1.622
300, GB03-024258, Handbook of Glass Data, 1987, v. 00C  p. 0683, 62.0, , , , , 30.0, , , , 8.0, , , , , , , , 1.63
301, GB03-024259, Handbook of Glass Data, 1987, v. 00C  p. 0683, 60.0, , , , , 30.0, , , , 10.0, , , , , , , , 1.636
302, GB03-024260, Handbook of Glass Data, 1987, v. 00C  p. 0683, 58.0, , , , , 30.0, , , , 12.0, , , , , , , , 1.641
303, GB03-024261, Handbook of Glass Data, 1987, v. 00C  p. 0683, 56.0, , , , , 30.0, , , , 14.0, , , , , , , , 1.65
304, GB03-024262, Handbook of Glass Data, 1987, v. 00C  p. 0683, 54.0, , , , , 30.0, , , , 16.0, , , , , , , , 1.657
305, GB03-024263, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 30.0, , , , 18.0, , , , , , , , 1.663
306, GB03-024264, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 30.0, , , , 20.0, , , , , , , , 1.669
307, GB03-024265, Handbook of Glass Data, 1987, v. 00C  p. 0684, 46.0, , , , , 30.0, , , , 24.0, , , , , , , , 1.683
308, GB03-024266, Handbook of Glass Data, 1987, v. 00C  p. 0684, 70.0, , , , , 28.0, , , , 2.0, , , , , , , , 1.601
309, GB03-024267, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 31.11, , , , 8.89, , , , , , , , 1.618
310, GB03-024268, Handbook of Glass Data, 1987, v. 00C  p. 0684, 62.0, , , , , 28.0, , , , 10.0, , , , , , , , 1.627
311, GB03-024269, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 28.0, , , , 12.0, , , , , , , , 1.634
312, GB03-024270, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 28.0, , , , 14.0, , , , , , , , 1.644
313, GB03-024271, Handbook of Glass Data, 1987, v. 00C  p. 0684, 56.0, , , , , 28.0, , , , 16.0, , , , , , , , 1.649
314, GB03-024272, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 28.0, , , , 20.0, , , , , , , , 1.661
315, GB03-024273, Handbook of Glass Data, 1987, v. 00C  p. 0684, 48.0, , , , , 28.0, , , , 24.0, , , , , , , , 1.677
316, GB03-024274, Handbook of Glass Data, 1987, v. 00C  p. 0684, 46.0, , , , , 28.0, , , , 26.0, , , , , , , , 1.684
317, GB03-024275, Handbook of Glass Data, 1987, v. 00C  p. 0684, 70.0, , , , , 26.0, , , , 4.0, , , , , , , , 1.597
318, GB03-024276, Handbook of Glass Data, 1987, v. 00C  p. 0684, 68.0, , , , , 26.0, , , , 6.0, , , , , , , , 1.605
319, GB03-024277, Handbook of Glass Data, 1987, v. 00C  p. 0684, 66.0, , , , , 26.0, , , , 8.0, , , , , , , , 1.613
320, GB03-024278, Handbook of Glass Data, 1987, v. 00C  p. 0684, 64.0, , , , , 26.0, , , , 10.0, , , , , , , , 1.617
321, GB03-024279, Handbook of Glass Data, 1987, v. 00C  p. 0684, 62.0, , , , , 26.0, , , , 12.0, , , , , , , , 1.626
322, GB03-024280, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 26.0, , , , 14.0, , , , , , , , 1.632
323, GB03-024281, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 26.0, , , , 16.0, , , , , , , , 1.642
324, GB03-024282, Handbook of Glass Data, 1987, v. 00C  p. 0684, 56.0, , , , , 26.0, , , , 18.0, , , , , , , , 1.647
325, GB03-024283, Handbook of Glass Data, 1987, v. 00C  p. 0684, 54.0, , , , , 26.0, , , , 20.0, , , , , , , , 1.656
326, GB03-024284, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 26.0, , , , 24.0, , , , , , , , 1.67
327, GB07-024285, Handbook of Glass Data, 1987, v. 00C  p. 0684, 46.0, , , , , 26.0, , , , 28.0, , , , , , , , 1.683
328, GB03-024286, Handbook of Glass Data, 1987, v. 00C  p. 0684, 70.0, , , , , 24.0, , , , 6.0, , , , , , , , 1.595
329, GB03-024287, Handbook of Glass Data, 1987, v. 00C  p. 0684, 66.0, , , , , 24.0, , , , 10.0, , , , , , , , 1.61
330, GB03-024288, Handbook of Glass Data, 1987, v. 00C  p. 0684, 62.0, , , , , 24.0, , , , 14.0, , , , , , , , 1.624
331, GB03-024289, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 24.0, , , , 18.0, , , , , , , , 1.638
332, GB03-024290, Handbook of Glass Data, 1987, v. 00C  p. 0684, 56.0, , , , , 24.0, , , , 20.0, , , , , , , , 1.65
333, GB03-024291, Handbook of Glass Data, 1987, v. 00C  p. 0684, 54.0, , , , , 24.0, , , , 22.0, , , , , , , , 1.655
334, GB03-024292, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 24.0, , , , 24.0, , , , , , , , 1.66
335, GB07-024293, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 24.0, , , , 26.0, , , , , , , , 1.672
336, GB03-024294, Handbook of Glass Data, 1987, v. 00C  p. 0684, 66.0, , , , , 20.0, , , , 14.0, , , , , , , , 1.611
337, GB03-024295, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 20.0, , , , 20.0, , , , , , , , 1.635
338, GB07-024296, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 20.0, , , , 22.0, , , , , , , , 1.63
339, GB07-024297, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 20.0, , , , 28.0, , , , , , , , 1.658
340, GB07-024298, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 20.0, , , , 30.0, , , , , , , , 1.665
341, GB07-024299, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 18.0, , , , 30.0, , , , , , , , 1.659
342, GB07-024300, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 18.0, , , , 34.0, , , , , , , , 1.674
343, GB07-024301, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 16.0, , , , 24.0, , , , , , , , 1.626
344, GB07-024302, Handbook of Glass Data, 1987, v. 00C  p. 0685, 54.0, , , , , 16.0, , , , 30.0, , , , , , , , 1.647
345, GB07-024303, Handbook of Glass Data, 1987, v. 00C  p. 0685, 50.0, , , , , 16.0, , , , 34.0, , , , , , , , 1.665
346, GB07-024304, Handbook of Glass Data, 1987, v. 00C  p. 0685, 62.0, , , , , 14.0, , , , 24.0, , , , , , , , 1.62
347, GB07-024305, Handbook of Glass Data, 1987, v. 00C  p. 0685, 56.0, , , , , 14.0, , , , 30.0, , , , , , , , 1.638
348, GB07-024306, Handbook of Glass Data, 1987, v. 00C  p. 0685, 52.0, , , , , 14.0, , , , 34.0, , , , , , , , 1.656
349, GB07-024307, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 14.0, , , , 38.0, , , , , , , , 1.669
350, GB07-024308, Handbook of Glass Data, 1987, v. 00C  p. 0685, 46.0, , , , , 14.0, , , , 40.0, , , , , , , , 1.678
351, GB07-024309, Handbook of Glass Data, 1987, v. 00C  p. 0685, 53.33, , , , , 13.33, , , , 33.33, , , , , , , , 1.63
352, GB07-024310, Handbook of Glass Data, 1987, v. 00C  p. 0685, 56.0, , , , , 12.0, , , , 32.0, , , , , , , , 1.635
353, GB07-024311, Handbook of Glass Data, 1987, v. 00C  p. 0685, 54.0, , , , , 12.0, , , , 34.0, , , , , , , , 1.647
354, GB07-024312, Handbook of Glass Data, 1987, v. 00C  p. 0685, 50.0, , , , , 12.0, , , , 38.0, , , , , , , , 1.662
355, GB07-024313, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 12.0, , , , 40.0, , , , , , , , 1.668
356, GB07-024314, Handbook of Glass Data, 1987, v. 00C  p. 0685, 46.0, , , , , 12.0, , , , 42.0, , , , , , , , 1.679
357, GB07-024315, Handbook of Glass Data, 1987, v. 00C  p. 0685, 54.0, , , , , 10.0, , , , 36.0, , , , , , , , 1.646
358, GB07-024316, Handbook of Glass Data, 1987, v. 00C  p. 0685, 52.0, , , , , 10.0, , , , 38.0, , , , , , , , 1.653
359, GB07-024317, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 10.0, , , , 42.0, , , , , , , , 1.668
360, GB07-024318, Handbook of Glass Data, 1987, v. 00C  p. 0685, 50.0, , , , , 8.0, , , , 42.0, , , , , , , , 1.66
361, GB07-024319, Handbook of Glass Data, 1987, v. 00C  p. 0685, 52.0, , , , , 6.0, , , , 42.0, , , , , , , , 1.651
362, GB03-024979, Handbook of Glass Data, 1987, v. 00C  p. 0774, 64.0, , 6.0, , , 30.0, , , , , , , , , , , , 1.615
363, GB03-024980, Handbook of Glass Data, 1987, v. 00C  p. 0774, 62.0, , 6.0, , , 32.0, , , , , , , , , , , , 1.62
364, GB03-024981, Handbook of Glass Data, 1987, v. 00C  p. 0774, 60.0, , 6.0, , , 34.0, , , , , , , , , , , , 1.623
365, GB03-024982, Handbook of Glass Data, 1987, v. 00C  p. 0774, 58.0, , 6.0, , , 36.0, , , , , , , , , , , , 1.637
366, GB03-024983, Handbook of Glass Data, 1987, v. 00C  p. 0774, 56.0, , 6.0, , , 38.0, , , , , , , , , , , , 1.64
367, GB03-024984, Handbook of Glass Data, 1987, v. 00C  p. 0774, 54.0, , 6.0, , , 40.0, , , , , , , , , , , , 1.644
368, GB03-024985, Handbook of Glass Data, 1987, v. 00C  p. 0774, 64.0, , 8.0, , , 28.0, , , , , , , , , , , , 1.605
369, GB03-024986, Handbook of Glass Data, 1987, v. 00C  p. 0774, 58.0, , 8.0, , , 34.0, , , , , , , , , , , , 1.628
370, GB03-024987, Handbook of Glass Data, 1987, v. 00C  p. 0774, 56.0, , 8.0, , , 36.0, , , , , , , , , , , , 1.633
371, GB03-024988, Handbook of Glass Data, 1987, v. 00C  p. 0774, 54.0, , 8.0, , , 38.0, , , , , , , , , , , , 1.636
372, GB03-024989, Handbook of Glass Data, 1987, v. 00C  p. 0774, 52.0, , 8.0, , , 40.0, , , , , , , , , , , , 1.643
373, GB03-024990, Handbook of Glass Data, 1987, v. 00C  p. 0774, 50.0, , 8.0, , , 42.0, , , , , , , , , , , , 1.651
374, GB03-024991, Handbook of Glass Data, 1987, v. 00C  p. 0774, 62.0, , 10.0, , , 28.0, , , , , , , , , , , , 1.601
375, GB03-024992, Handbook of Glass Data, 1987, v. 00C  p. 0774, 60.0, , 10.0, , , 30.0, , , , , , , , , , , , 1.609
376, GB03-024993, Handbook of Glass Data, 1987, v. 00C  p. 0774, 58.0, , 10.0, , , 32.0, , , , , , , , , , , , 1.615
377, GB03-024994, Handbook of Glass Data, 1987, v. 00C  p. 0774, 56.0, , 10.0, , , 34.0, , , , , , , , , , , , 1.624
378, GB03-024995, Handbook of Glass Data, 1987, v. 00C  p. 0774, 54.0, , 10.0, , , 36.0, , , , , , , , , , , , 1.631
379, GB03-024996, Handbook of Glass Data, 1987, v. 00C  p. 0774, 52.0, , 10.0, , , 38.0, , , , , , , , , , , , 1.64
380, GB03-024997, Handbook of Glass Data, 1987, v. 00C  p. 0774, 50.0, , 10.0, , , 40.0, , , , , , , , , , , , 1.638
