Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 656.3nm C,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 656.3nm C
172, GB03-012968, Handbook of Glass Properties, 1986, v. 001  p. 0603, 58.0, , , , , 35.0, , , , , , , , , , , , 1.696
173, GB03-012969, Handbook of Glass Properties, 1986, v. 001  p. 0603, 55.0, , , , , 38.0, , , , , , , , , , , , 1.708
174, GB03-012970, Handbook of Glass Properties, 1986, v. 001  p. 0603, 53.0, , , , , 40.0, , , , , , , , , , , , 1.714
175, GB03-012971, Handbook of Glass Properties, 1986, v. 001  p. 0603, 50.0, , , , , 43.0, , , , , , , , , , , , 1.724
176, GB03-012972, Handbook of Glass Properties, 1986, v. 001  p. 0603, 48.0, , , , , 45.0, , , , , , , , , , , , 1.721
177, GB03-012973, Handbook of Glass Properties, 1986, v. 001  p. 0603, 47.0, , , , , 46.0, , , , , , , , , , , , 1.722
178, GB03-012974, Handbook of Glass Properties, 1986, v. 001  p. 0603, 45.0, , , , , 48.0, , , , , , , , , , , , 1.737
179, GB03-012975, Handbook of Glass Properties, 1986, v. 001  p. 0603, 45.0, , , , , 45.0, , , , , , , , , , , , 1.748
180, GB03-012976, Handbook of Glass Properties, 1986, v. 001  p. 0603, 42.0, , , , , 48.0, , , , , , , , , , , , 1.765
181, GB03-017329, Handbook of Glass Data, 1987, v. 00C  p. 0910, 70.0, , , , , 28.0, , , , , , , , , , , , 1.608
182, GB03-017330, Handbook of Glass Data, 1987, v. 00C  p. 0910, 68.0, , , , , 30.0, , , , , , , , , , , , 1.618
183, GB03-017331, Handbook of Glass Data, 1987, v. 00C  p. 0910, 65.0, , , , , 33.0, , , , , , , , , , , , 1.634
184, GB03-017332, Handbook of Glass Data, 1987, v. 00C  p. 0910, 63.0, , , , , 35.0, , , , , , , , , , , , 1.64
185, GB03-017333, Handbook of Glass Data, 1987, v. 00C  p. 0910, 60.0, , , , , 38.0, , , , , , , , , , , , 1.659
186, GB03-017334, Handbook of Glass Data, 1987, v. 00C  p. 0910, 58.0, , , , , 40.0, , , , , , , , , , , , 1.657
187, GB03-017335, Handbook of Glass Data, 1987, v. 00C  p. 0910, 67.68, , , , , 27.27, , , , , , , , , , , , 1.639
188, GB03-017336, Handbook of Glass Data, 1987, v. 00C  p. 0910, 65.0, , , , , 30.0, , , , , , , , , , , , 1.656
189, GB03-017337, Handbook of Glass Data, 1987, v. 00C  p. 0910, 63.0, , , , , 32.0, , , , , , , , , , , , 1.668
190, GB03-017338, Handbook of Glass Data, 1987, v. 00C  p. 0910, 60.0, , , , , 35.0, , , , , , , , , , , , 1.675
191, GB03-017339, Handbook of Glass Data, 1987, v. 00C  p. 0910, 58.0, , , , , 37.0, , , , , , , , , , , , 1.684
192, GB03-017340, Handbook of Glass Data, 1987, v. 00C  p. 0910, 55.0, , , , , 40.0, , , , , , , , , , , , 1.693
193, GB03-017341, Handbook of Glass Data, 1987, v. 00C  p. 0910, 50.0, , , , , 45.0, , , , , , , , , , , , 1.708
194, GB03-017342, Handbook of Glass Data, 1987, v. 00C  p. 0910, 48.0, , , , , 47.0, , , , , , , , , , , , 1.709
195, GB03-017343, Handbook of Glass Data, 1987, v. 00C  p. 0910, 60.0, , , , , 33.0, , , , , , , , , , , , 1.694
196, GB03-017344, Handbook of Glass Data, 1987, v. 00C  p. 0910, 58.0, , , , , 35.0, , , , , , , , , , , , 1.696
197, GB03-017345, Handbook of Glass Data, 1987, v. 00C  p. 0910, 55.0, , , , , 38.0, , , , , , , , , , , , 1.708
198, GB03-017346, Handbook of Glass Data, 1987, v. 00C  p. 0910, 53.0, , , , , 40.0, , , , , , , , , , , , 1.714
199, GB03-017347, Handbook of Glass Data, 1987, v. 00C  p. 0910, 50.0, , , , , 43.0, , , , , , , , , , , , 1.724
200, GB03-017348, Handbook of Glass Data, 1987, v. 00C  p. 0911, 48.0, , , , , 45.0, , , , , , , , , , , , 1.721
201, GB03-017349, Handbook of Glass Data, 1987, v. 00C  p. 0911, 47.0, , , , , 46.0, , , , , , , , , , , , 1.722
202, GB03-017350, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 43.64, , , , , , , , , , , , 1.737
203, GB03-017351, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 40.0, , , , , , , , , , , , 1.743
204, GB03-017352, Handbook of Glass Data, 1987, v. 00C  p. 0911, 45.0, , , , , 45.0, , , , , , , , , , , , 1.748
205, GB03-017353, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 48.0, , , , , , , , , , , , 1.765
206, GB03-017354, Handbook of Glass Data, 1987, v. 00C  p. 0911, 70.0, , , , , 28.0, , , , , , , , , , , , 1.612
207, GB03-017355, Handbook of Glass Data, 1987, v. 00C  p. 0911, 66.0, , , , , 32.0, , , , , , , , , , , , 1.631
208, GB03-017356, Handbook of Glass Data, 1987, v. 00C  p. 0911, 62.0, , , , , 36.0, , , , , , , , , , , , 1.644
209, GB03-017357, Handbook of Glass Data, 1987, v. 00C  p. 0911, 58.0, , , , , 40.0, , , , , , , , , , , , 1.66
210, GB03-017358, Handbook of Glass Data, 1987, v. 00C  p. 0911, 62.0, , , , , 32.0, , , , , , , , , , , , 1.683
211, GB03-017359, Handbook of Glass Data, 1987, v. 00C  p. 0911, 58.0, , , , , 36.0, , , , , , , , , , , , 1.699
212, GB03-017360, Handbook of Glass Data, 1987, v. 00C  p. 0911, 54.0, , , , , 40.0, , , , , , , , , , , , 1.711
213, GB03-017361, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 44.0, , , , , , , , , , , , 1.728
214, GB03-017362, Handbook of Glass Data, 1987, v. 00C  p. 0911, 58.0, , , , , 32.0, , , , , , , , , , , , 1.734
215, GB03-017363, Handbook of Glass Data, 1987, v. 00C  p. 0911, 54.0, , , , , 36.0, , , , , , , , , , , , 1.748
216, GB03-017364, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 40.0, , , , , , , , , , , , 1.754
217, GB03-017365, Handbook of Glass Data, 1987, v. 00C  p. 0911, 46.0, , , , , 44.0, , , , , , , , , , , , 1.768
218, GB03-017366, Handbook of Glass Data, 1987, v. 00C  p. 0911, 54.0, , , , , 32.0, , , , , , , , , , , , 1.782
219, GB03-017367, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 36.0, , , , , , , , , , , , 1.795
220, GB03-017368, Handbook of Glass Data, 1987, v. 00C  p. 0911, 46.0, , , , , 40.0, , , , , , , , , , , , 1.806
221, GB03-017369, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 44.0, , , , , , , , , , , , 1.815
222, GB03-017370, Handbook of Glass Data, 1987, v. 00C  p. 0911, 38.0, , , , , 48.0, , , , , , , , , , , , 1.821
223, GB03-017371, Handbook of Glass Data, 1987, v. 00C  p. 0911, 50.0, , , , , 32.0, , , , , , , , , , , , 1.83
224, GB03-017372, Handbook of Glass Data, 1987, v. 00C  p. 0911, 46.0, , , , , 36.0, , , , , , , , , , , , 1.841
225, GB03-017373, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 40.0, , , , , , , , , , , , 1.849
226, GB03-017374, Handbook of Glass Data, 1987, v. 00C  p. 0911, 38.0, , , , , 44.0, , , , , , , , , , , , 1.857
227, GB03-017375, Handbook of Glass Data, 1987, v. 00C  p. 0911, 34.0, , , , , 48.0, , , , , , , , , , , , 1.862
228, GB03-017376, Handbook of Glass Data, 1987, v. 00C  p. 0911, 42.0, , , , , 36.0, , , , , , , , , , , , 1.882
229, GB03-017377, Handbook of Glass Data, 1987, v. 00C  p. 0911, 38.0, , , , , 40.0, , , , , , , , , , , , 1.893
230, GB06-017606, Handbook of Glass Data, 1987, v. 00C  p. 0934, 98.75, , 1.0, , , , , , , , , , , , , , , 1.462
231, GB06-017607, Handbook of Glass Data, 1987, v. 00C  p. 0934, 97.5, , 2.0, , , , , , , , , , , , , , , 1.471
232, GB02-018921, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.32, , , , , , , 23.72, , 0.96, , , , , , , , 1.497
233, GB02-018922, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.52, , , , , , , 21.81, , 2.66, , , , , , , , 1.499
234, GB02-018923, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.89, , , , , , , 20.64, , 3.46, , , , , , , , 1.498
235, GB02-018924, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.82, , , , , , , 19.51, , 4.66, , , , , , , , 1.502
236, GB02-018925, Handbook of Glass Data, 1987, v. 00C  p. 0154, 77.74, , , , , , , 17.14, , 5.12, , , , , , , , 1.499
237, GB02-018926, Handbook of Glass Data, 1987, v. 00C  p. 0154, 75.79, , , , , , , 15.62, , 8.59, , , , , , , , 1.505
238, GB02-019100, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.22, , , , , , , 24.77, , , , , , , , , , 1.496
239, GB02-019101, Handbook of Glass Data, 1987, v. 00C  p. 0157, 72.14, , , , , , , 23.25, , , , , , , , , , 1.502
240, GB02-019102, Handbook of Glass Data, 1987, v. 00C  p. 0157, 68.78, , , , , , , 22.33, , , , , , , , , , 1.508
241, GB02-019103, Handbook of Glass Data, 1987, v. 00C  p. 0157, 65.81, , , , , , , 21.36, , , , , , , , , , 1.514
242, GB02-019104, Handbook of Glass Data, 1987, v. 00C  p. 0157, 62.99, , , , , , , 20.29, , , , , , , , , , 1.518
243, GB02-019105, Handbook of Glass Data, 1987, v. 00C  p. 0157, 60.66, , , , , , , 19.2, , , , , , , , , , 1.523
244, GB02-019106, Handbook of Glass Data, 1987, v. 00C  p. 0157, 58.08, , , , , , , 19.08, , , , , , , , , , 1.526
245, GB02-019107, Handbook of Glass Data, 1987, v. 00C  p. 0157, 55.54, , , , , , , 18.48, , , , , , , , , , 1.529
246, GB02-019108, Handbook of Glass Data, 1987, v. 00C  p. 0157, 53.74, , , , , , , 17.85, , , , , , , , , , 1.532
247, GB02-019109, Handbook of Glass Data, 1987, v. 00C  p. 0157, 51.65, , , , , , , 17.23, , , , , , , , , , 1.534
248, GB02-019110, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.16, , , , , , , 22.04, , , , , , , , , , 1.497
249, GB02-019111, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.09, , , , , , , 19.8, , , , , , , , , , 1.498
250, GB02-019112, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.44, , , , , , , 16.41, , , , , , , , , , 1.499
251, GB02-019113, Handbook of Glass Data, 1987, v. 00C  p. 0157, 75.27, , , , , , , 14.41, , , , , , , , , , 1.5
252, GB02-019114, Handbook of Glass Data, 1987, v. 00C  p. 0157, 70.93, , , , , , , 23.29, , , , , , , , , , 1.504
253, GB02-019115, Handbook of Glass Data, 1987, v. 00C  p. 0157, 66.08, , , , , , , 22.28, , , , , , , , , , 1.511
254, GB02-019116, Handbook of Glass Data, 1987, v. 00C  p. 0157, 71.33, , , 5.8, , , , 22.87, , , , , , , , , , 1.502
255, GB02-019117, Handbook of Glass Data, 1987, v. 00C  p. 0157, 66.97, , , 11.31, , , , 21.71, , , , , , , , , , 1.506
256, GB02-019118, Handbook of Glass Data, 1987, v. 00C  p. 0157, 71.33, , , , 5.95, , , 22.72, , , , , , , , , , 1.512
257, GB02-019119, Handbook of Glass Data, 1987, v. 00C  p. 0157, 66.73, , , , 11.92, , , 21.35, , , , , , , , , , 1.524
258, GB03-023382, Handbook of Glass Data, 1987, v. 00C  p. 0880, 55.0, , , , , 25.0, , , , , , , , 20.0, , , , 1.724
259, GB03-023383, Handbook of Glass Data, 1987, v. 00C  p. 0880, 50.0, , , , , 25.0, , , , , , , , 25.0, , , , 1.77
260, GB09-023384, Handbook of Glass Data, 1987, v. 00C  p. 0880, 45.0, , , , , 25.0, , , , , , , , 30.0, , , , 1.814
261, GB09-023385, Handbook of Glass Data, 1987, v. 00C  p. 0880, 40.0, , , , , 25.0, , , , , , , , 35.0, , , , 1.857
262, GB03-023386, Handbook of Glass Data, 1987, v. 00C  p. 0880, 65.0, , , , , 30.0, , , , , , , , 5.0, , , , 1.628
263, GB03-023387, Handbook of Glass Data, 1987, v. 00C  p. 0880, 60.0, , , , , 30.0, , , , , , , , 10.0, , , , 1.668
264, GB03-023388, Handbook of Glass Data, 1987, v. 00C  p. 0880, 55.0, , , , , 30.0, , , , , , , , 15.0, , , , 1.708
265, GB03-023389, Handbook of Glass Data, 1987, v. 00C  p. 0880, 50.0, , , , , 30.0, , , , , , , , 20.0, , , , 1.748
266, GB03-023390, Handbook of Glass Data, 1987, v. 00C  p. 0880, 45.0, , , , , 30.0, , , , , , , , 25.0, , , , 1.789
267, GB03-023391, Handbook of Glass Data, 1987, v. 00C  p. 0880, 40.0, , , , , 30.0, , , , , , , , 30.0, , , , 1.829
268, GB09-023392, Handbook of Glass Data, 1987, v. 00C  p. 0880, 35.0, , , , , 30.0, , , , , , , , 35.0, , , , 1.871
269, GB03-023393, Handbook of Glass Data, 1987, v. 00C  p. 0880, 60.0, , , , , 35.0, , , , , , , , 5.0, , , , 1.63
270, GB03-023394, Handbook of Glass Data, 1987, v. 00C  p. 0880, 55.0, , , , , 35.0, , , , , , , , 10.0, , , , 1.687
271, GB03-023395, Handbook of Glass Data, 1987, v. 00C  p. 0880, 50.0, , , , , 35.0, , , , , , , , 15.0, , , , 1.725
272, GB03-023396, Handbook of Glass Data, 1987, v. 00C  p. 0881, 50.0, , , , , 30.0, , , , , , , , 20.0, , , , 1.745
273, GB09-023397, Handbook of Glass Data, 1987, v. 00C  p. 0881, 30.0, , , , , 30.0, , , , , , , , 40.0, , , , 1.907
274, GB09-023398, Handbook of Glass Data, 1987, v. 00C  p. 0881, 20.0, , , , , 30.0, , , , , , , , 50.0, , , , 1.998
275, GB03-024178, Handbook of Glass Data, 1987, v. 00C  p. 0681, 49.99, , , , 50.0, , , , , , , , , , , , , 1.625
276, GB03-024179, Handbook of Glass Data, 1987, v. 00C  p. 0681, 50.0, , , , 43.76, , , , , , 6.24, , , , , , , 1.625
277, GB03-024180, Handbook of Glass Data, 1987, v. 00C  p. 0681, 50.01, , , , 31.25, , , , , , 18.74, , , , , , , 1.625
278, GB03-024181, Handbook of Glass Data, 1987, v. 00C  p. 0681, 50.0, , , , 21.87, , , , , , 28.12, , , , , , , 1.625
279, GB03-024182, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.01, , , , 18.75, , , , , , 31.23, , , , , , , 1.626
280, GB03-024183, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.01, , , , , , , , , , 49.99, , , , , , , 1.629
281, GB03-024184, Handbook of Glass Data, 1987, v. 00C  p. 0682, 49.99, , , , 37.51, 12.5, , , , , , , , , , , , 1.631
282, GB03-024185, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.0, , , , 30.0, 19.99, , , , , , , , , , , , 1.636
283, GB03-024186, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.01, , , , 25.0, 24.99, , , , , , , , , , , , 1.64
284, GB03-024187, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.0, , , , 20.01, 29.99, , , , , , , , , , , , 1.645
285, GB03-024188, Handbook of Glass Data, 1987, v. 00C  p. 0682, 50.0, , , , 12.51, 37.49, , , , , , , , , , , , 1.653
286, GB03-024244, Handbook of Glass Data, 1987, v. 00C  p. 0683, 46.0, , , , , 40.0, , , , 14.0, , , , , , , , 1.675
287, GB03-024245, Handbook of Glass Data, 1987, v. 00C  p. 0683, 58.0, , , , , 36.0, , , , 6.0, , , , , , , , 1.632
288, GB03-024246, Handbook of Glass Data, 1987, v. 00C  p. 0683, 54.0, , , , , 36.0, , , , 10.0, , , , , , , , 1.65
289, GB03-024247, Handbook of Glass Data, 1987, v. 00C  p. 0683, 50.0, , , , , 36.0, , , , 14.0, , , , , , , , 1.662
290, GB03-024248, Handbook of Glass Data, 1987, v. 00C  p. 0683, 46.0, , , , , 36.0, , , , 18.0, , , , , , , , 1.672
291, GB03-024249, Handbook of Glass Data, 1987, v. 00C  p. 0683, 56.0, , , , , 34.0, , , , 10.0, , , , , , , , 1.641
292, GB03-024250, Handbook of Glass Data, 1987, v. 00C  p. 0683, 52.0, , , , , 34.0, , , , 14.0, , , , , , , , 1.65
293, GB03-024251, Handbook of Glass Data, 1987, v. 00C  p. 0683, 50.0, , , , , 34.0, , , , 16.0, , , , , , , , 1.658
294, GB03-024252, Handbook of Glass Data, 1987, v. 00C  p. 0683, 48.0, , , , , 34.0, , , , 18.0, , , , , , , , 1.665
295, GB03-024253, Handbook of Glass Data, 1987, v. 00C  p. 0683, 46.0, , , , , 34.0, , , , 20.0, , , , , , , , 1.666
296, GB03-024254, Handbook of Glass Data, 1987, v. 00C  p. 0683, 65.05, , , , , 32.04, , , , 2.91, , , , , , , , 1.608
297, GB03-024255, Handbook of Glass Data, 1987, v. 00C  p. 0683, 52.0, , , , , 32.0, , , , 16.0, , , , , , , , 1.652
298, GB03-024256, Handbook of Glass Data, 1987, v. 00C  p. 0683, 50.0, , , , , 32.0, , , , 18.0, , , , , , , , 1.658
299, GB03-024257, Handbook of Glass Data, 1987, v. 00C  p. 0683, 64.0, , , , , 30.0, , , , 6.0, , , , , , , , 1.61
300, GB03-024258, Handbook of Glass Data, 1987, v. 00C  p. 0683, 62.0, , , , , 30.0, , , , 8.0, , , , , , , , 1.618
301, GB03-024259, Handbook of Glass Data, 1987, v. 00C  p. 0683, 60.0, , , , , 30.0, , , , 10.0, , , , , , , , 1.625
302, GB03-024260, Handbook of Glass Data, 1987, v. 00C  p. 0683, 58.0, , , , , 30.0, , , , 12.0, , , , , , , , 1.629
303, GB03-024261, Handbook of Glass Data, 1987, v. 00C  p. 0683, 56.0, , , , , 30.0, , , , 14.0, , , , , , , , 1.638
304, GB03-024262, Handbook of Glass Data, 1987, v. 00C  p. 0683, 54.0, , , , , 30.0, , , , 16.0, , , , , , , , 1.645
305, GB03-024263, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 30.0, , , , 18.0, , , , , , , , 1.651
306, GB03-024264, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 30.0, , , , 20.0, , , , , , , , 1.657
307, GB03-024265, Handbook of Glass Data, 1987, v. 00C  p. 0684, 46.0, , , , , 30.0, , , , 24.0, , , , , , , , 1.67
308, GB03-024266, Handbook of Glass Data, 1987, v. 00C  p. 0684, 70.0, , , , , 28.0, , , , 2.0, , , , , , , , 1.591
309, GB03-024267, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 31.11, , , , 8.89, , , , , , , , 1.607
310, GB03-024268, Handbook of Glass Data, 1987, v. 00C  p. 0684, 62.0, , , , , 28.0, , , , 10.0, , , , , , , , 1.615
311, GB03-024269, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 28.0, , , , 12.0, , , , , , , , 1.622
312, GB03-024270, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 28.0, , , , 14.0, , , , , , , , 1.632
313, GB03-024271, Handbook of Glass Data, 1987, v. 00C  p. 0684, 56.0, , , , , 28.0, , , , 16.0, , , , , , , , 1.637
314, GB03-024272, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 28.0, , , , 20.0, , , , , , , , 1.648
315, GB03-024273, Handbook of Glass Data, 1987, v. 00C  p. 0684, 48.0, , , , , 28.0, , , , 24.0, , , , , , , , 1.663
316, GB03-024274, Handbook of Glass Data, 1987, v. 00C  p. 0684, 46.0, , , , , 28.0, , , , 26.0, , , , , , , , 1.67
317, GB03-024275, Handbook of Glass Data, 1987, v. 00C  p. 0684, 70.0, , , , , 26.0, , , , 4.0, , , , , , , , 1.586
318, GB03-024276, Handbook of Glass Data, 1987, v. 00C  p. 0684, 68.0, , , , , 26.0, , , , 6.0, , , , , , , , 1.595
319, GB03-024277, Handbook of Glass Data, 1987, v. 00C  p. 0684, 66.0, , , , , 26.0, , , , 8.0, , , , , , , , 1.602
320, GB03-024278, Handbook of Glass Data, 1987, v. 00C  p. 0684, 64.0, , , , , 26.0, , , , 10.0, , , , , , , , 1.606
321, GB03-024279, Handbook of Glass Data, 1987, v. 00C  p. 0684, 62.0, , , , , 26.0, , , , 12.0, , , , , , , , 1.614
322, GB03-024280, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 26.0, , , , 14.0, , , , , , , , 1.62
323, GB03-024281, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 26.0, , , , 16.0, , , , , , , , 1.63
324, GB03-024282, Handbook of Glass Data, 1987, v. 00C  p. 0684, 56.0, , , , , 26.0, , , , 18.0, , , , , , , , 1.635
325, GB03-024283, Handbook of Glass Data, 1987, v. 00C  p. 0684, 54.0, , , , , 26.0, , , , 20.0, , , , , , , , 1.644
326, GB03-024284, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 26.0, , , , 24.0, , , , , , , , 1.657
327, GB07-024285, Handbook of Glass Data, 1987, v. 00C  p. 0684, 46.0, , , , , 26.0, , , , 28.0, , , , , , , , 1.67
328, GB03-024286, Handbook of Glass Data, 1987, v. 00C  p. 0684, 70.0, , , , , 24.0, , , , 6.0, , , , , , , , 1.585
329, GB03-024287, Handbook of Glass Data, 1987, v. 00C  p. 0684, 66.0, , , , , 24.0, , , , 10.0, , , , , , , , 1.599
330, GB03-024288, Handbook of Glass Data, 1987, v. 00C  p. 0684, 62.0, , , , , 24.0, , , , 14.0, , , , , , , , 1.613
331, GB03-024289, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 24.0, , , , 18.0, , , , , , , , 1.626
332, GB03-024290, Handbook of Glass Data, 1987, v. 00C  p. 0684, 56.0, , , , , 24.0, , , , 20.0, , , , , , , , 1.637
333, GB03-024291, Handbook of Glass Data, 1987, v. 00C  p. 0684, 54.0, , , , , 24.0, , , , 22.0, , , , , , , , 1.642
334, GB03-024292, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 24.0, , , , 24.0, , , , , , , , 1.647
335, GB07-024293, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 24.0, , , , 26.0, , , , , , , , 1.658
336, GB03-024294, Handbook of Glass Data, 1987, v. 00C  p. 0684, 66.0, , , , , 20.0, , , , 14.0, , , , , , , , 1.6
337, GB03-024295, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 20.0, , , , 20.0, , , , , , , , 1.623
338, GB07-024296, Handbook of Glass Data, 1987, v. 00C  p. 0684, 58.0, , , , , 20.0, , , , 22.0, , , , , , , , 1.618
339, GB07-024297, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 20.0, , , , 28.0, , , , , , , , 1.646
340, GB07-024298, Handbook of Glass Data, 1987, v. 00C  p. 0684, 50.0, , , , , 20.0, , , , 30.0, , , , , , , , 1.652
341, GB07-024299, Handbook of Glass Data, 1987, v. 00C  p. 0684, 52.0, , , , , 18.0, , , , 30.0, , , , , , , , 1.646
342, GB07-024300, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 18.0, , , , 34.0, , , , , , , , 1.66
343, GB07-024301, Handbook of Glass Data, 1987, v. 00C  p. 0684, 60.0, , , , , 16.0, , , , 24.0, , , , , , , , 1.614
344, GB07-024302, Handbook of Glass Data, 1987, v. 00C  p. 0685, 54.0, , , , , 16.0, , , , 30.0, , , , , , , , 1.635
345, GB07-024303, Handbook of Glass Data, 1987, v. 00C  p. 0685, 50.0, , , , , 16.0, , , , 34.0, , , , , , , , 1.651
346, GB07-024304, Handbook of Glass Data, 1987, v. 00C  p. 0685, 62.0, , , , , 14.0, , , , 24.0, , , , , , , , 1.608
347, GB07-024305, Handbook of Glass Data, 1987, v. 00C  p. 0685, 56.0, , , , , 14.0, , , , 30.0, , , , , , , , 1.626
348, GB07-024306, Handbook of Glass Data, 1987, v. 00C  p. 0685, 52.0, , , , , 14.0, , , , 34.0, , , , , , , , 1.643
349, GB07-024307, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 14.0, , , , 38.0, , , , , , , , 1.655
350, GB07-024308, Handbook of Glass Data, 1987, v. 00C  p. 0685, 46.0, , , , , 14.0, , , , 40.0, , , , , , , , 1.664
351, GB07-024309, Handbook of Glass Data, 1987, v. 00C  p. 0685, 53.33, , , , , 13.33, , , , 33.33, , , , , , , , 1.618
352, GB07-024310, Handbook of Glass Data, 1987, v. 00C  p. 0685, 56.0, , , , , 12.0, , , , 32.0, , , , , , , , 1.623
353, GB07-024311, Handbook of Glass Data, 1987, v. 00C  p. 0685, 54.0, , , , , 12.0, , , , 34.0, , , , , , , , 1.634
354, GB07-024312, Handbook of Glass Data, 1987, v. 00C  p. 0685, 50.0, , , , , 12.0, , , , 38.0, , , , , , , , 1.649
355, GB07-024313, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 12.0, , , , 40.0, , , , , , , , 1.655
356, GB07-024314, Handbook of Glass Data, 1987, v. 00C  p. 0685, 46.0, , , , , 12.0, , , , 42.0, , , , , , , , 1.665
357, GB07-024315, Handbook of Glass Data, 1987, v. 00C  p. 0685, 54.0, , , , , 10.0, , , , 36.0, , , , , , , , 1.633
358, GB07-024316, Handbook of Glass Data, 1987, v. 00C  p. 0685, 52.0, , , , , 10.0, , , , 38.0, , , , , , , , 1.64
359, GB07-024317, Handbook of Glass Data, 1987, v. 00C  p. 0685, 48.0, , , , , 10.0, , , , 42.0, , , , , , , , 1.654
360, GB07-024318, Handbook of Glass Data, 1987, v. 00C  p. 0685, 50.0, , , , , 8.0, , , , 42.0, , , , , , , , 1.647
361, GB07-024319, Handbook of Glass Data, 1987, v. 00C  p. 0685, 52.0, , , , , 6.0, , , , 42.0, , , , , , , , 1.638
362, GB03-024979, Handbook of Glass Data, 1987, v. 00C  p. 0774, 64.0, , 6.0, , , 30.0, , , , , , , , , , , , 1.604
363, GB03-024980, Handbook of Glass Data, 1987, v. 00C  p. 0774, 62.0, , 6.0, , , 32.0, , , , , , , , , , , , 1.609
364, GB03-024981, Handbook of Glass Data, 1987, v. 00C  p. 0774, 60.0, , 6.0, , , 34.0, , , , , , , , , , , , 1.612
365, GB03-024982, Handbook of Glass Data, 1987, v. 00C  p. 0774, 58.0, , 6.0, , , 36.0, , , , , , , , , , , , 1.625
366, GB03-024983, Handbook of Glass Data, 1987, v. 00C  p. 0774, 56.0, , 6.0, , , 38.0, , , , , , , , , , , , 1.628
367, GB03-024984, Handbook of Glass Data, 1987, v. 00C  p. 0774, 54.0, , 6.0, , , 40.0, , , , , , , , , , , , 1.632
368, GB03-024985, Handbook of Glass Data, 1987, v. 00C  p. 0774, 64.0, , 8.0, , , 28.0, , , , , , , , , , , , 1.594
369, GB03-024986, Handbook of Glass Data, 1987, v. 00C  p. 0774, 58.0, , 8.0, , , 34.0, , , , , , , , , , , , 1.617
370, GB03-024987, Handbook of Glass Data, 1987, v. 00C  p. 0774, 56.0, , 8.0, , , 36.0, , , , , , , , , , , , 1.621
